snr,GenTE MSE,GenTE MSE std,GenTE MSE median,GenTE MSE q25,GenTE MSE q75
0.1,55.073818711459346,31.53147304053224,47.30557572239675,35.015341491693334,66.89111527987808
0.5,17.814951786979336,6.922281670909538,17.44941835049135,13.682258555026296,20.042833964850658
1.0,11.715214552914217,3.9664469959556694,11.407277278935691,9.20215989583342,13.525449460815052
2.0,8.528555462025428,3.0303205802049247,7.892709512032484,6.4310710670062,9.840460692626635
3.0,7.23511149623312,2.3349998045494877,6.710301034297174,5.5071342102562,8.7100469450132
